doi,type of publication,repository link,link to publication,title,authors,title of the journal etc,number etc,relevant pages,ISBN,publisher,place of publication,year of publication,open access,peer reviewed
10.3389/fnana.2018.00037,Article in Journal,https://www.frontiersin.org/articles/10.3389/fnana.2018.00037/full,http://dx.doi.org/10.3389/fnana.2018.00037,MultiMap: A Tool to Automatically Extract and Analyse Spatial Microscopic Data From Large Stacks of Confocal Microscopy Images,"Gherardo Varando, Ruth Benavides-Piccione, Alberto Muñoz, Asta Kastanauskaite, Concha Bielza, Pedro Larrañaga, Javier DeFelipe","Frontiers in Neuroanatomy, Vol. 12",,,,Frontiers Media SA,,2018,Green,True
10.3389/fnins.2018.00291,Article in Journal,None,http://dx.doi.org/10.3389/fnins.2018.00291,Performance Comparison of the Digital Neuromorphic Hardware SpiNNaker and the Neural Network Simulation Software NEST for a Full-Scale Cortical Microcircuit Model,"Sacha J. van Albada, Andrew G. Rowley, Johanna Senk, Michael Hopkins, Maximilian Schmidt, Alan B. Stokes, David R. Lester, Markus Diesmann, Steve B. Furber","Frontiers in Neuroscience, Vol. 12",,,,Frontiers Media SA,,2018,Gold,True
10.1016/j.neuroimage.2018.04.070,Article in Journal,None,http://dx.doi.org/10.1016/j.neuroimage.2018.04.070,Extracting orthogonal subject- and condition-specific signatures from fMRI data using whole-brain effective connectivity,"Vicente Pallarés, Andrea Insabato, Ana Sanjuán, Simone Kühn, Dante Mantini, Gustavo Deco, Matthieu Gilson","NeuroImage, Vol. 178",,,,Elsevier BV,,2018,Gold,True
10.1523/ENEURO.0068-18.2018,Article in Journal,None,http://dx.doi.org/10.1523/eneuro.0068-18.2018,Contribution of the Axon Initial Segment to Action Potentials Recorded Extracellularly,"Maria Teleńczuk, Romain Brette, Alain Destexhe, Bartosz Teleńczuk","eneuro, Vol. 5, No. 3",,,,Society for Neuroscience,,2018,Gold,True
10.1093/jamia/ocy040,Article in Journal,None,http://dx.doi.org/10.1093/jamia/ocy040,The role of ethics in data governance of large neuro-ICT projects,"Bernd Carsten Stahl, Stephen Rainey, Emma Harris, B Tyr Fothergill","Journal of the American Medical Informatics Association, Vol. 25, No. 8",,,,Oxford University Press (OUP),,2018,Gold,True
10.1145/3203217.3203268,Publication In Conference Or Workshop,https://www.research.manchester.ac.uk/portal/files/67370546/ACM_spin2_noc_short.pdf,http://dx.doi.org/10.1145/3203217.3203268,Network-on-chip evaluation for a novel neural architecture,"Markos Kynigos, Javier Navaridas, Luis A. Plana, Steve Furber",Proceedings of the 15th ACM International Conference on Computing Frontiers - CF '18,,,,ACM Press,,2018,Green,False
10.5281/zenodo.1241004,Article in Journal,https://github.com/ReScience-Archives/Senden-Schuecker-Hahne-Diesmann-Goebel-2018/blob/master/article/senden-schuecker-hahne-diesmann-goebel-2018.pdf,https://github.com/ReScience-Archives/Senden-Schuecker-Hahne-Diesmann-Goebel-2018/blob/master/article/senden-schuecker-hahne-diesmann-goebel-2018.pdf,[Re] A neural model of the saccade generator in the reticular formation,"Mario Senden, Jannis Schuecker, Jan Hahne, Markus Diesmann, Rainer Goebel",None,,,,None,,2018,Gold,True
10.1016/j.neubiorev.2018.04.022,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5994341/,https://doi.org/10.1016/j.neubiorev.2018.04.022,Towards a human self-regulation system: Common and distinct neural signatures of emotional and behavioural control.,"Langner R, Leiberg S, Hoffstaedter F, Eickhoff SB.","Neurosci Biobehav Rev., Vol. 90",,,,None,,2018,Gold,True
None,Publication In Conference Or Workshop,None,https://igi-web.tugraz.at/PDF/241.pdf,Deep Rewiring: Traiining Very Sparse Deep Networks,"Guillaume Bellec, David Kappel, Wolfgang Maass, Robert Legenstein",ICLR 2018,,,,Published as a conference paper at ICLR 2018,,2018,Green,None
10.1016/j.brs.2018.04.021,Article in Journal,https://orbi.uliege.be/handle/2268/222864,http://dx.doi.org/10.1016/j.brs.2018.04.021,Randomized controlled trial of home-based 4-week tDCS in chronic minimally conscious state,"Géraldine Martens, Nicolas Lejeune, Anthony Terrence O'Brien, Felipe Fregni, Charlotte Martial, Sarah Wannez, Steven Laureys, Aurore Thibaut","Brain Stimulation, Vol. 11, No. 5",,,,Elsevier BV,,2018,Green,True
10.1103/PhysRevE.97.052301,Article in Journal,https://arxiv.org/pdf/1712.05693.pdf,http://dx.doi.org/10.1103/physreve.97.052301,Framework based on communicability and flow to analyze complex network dynamics,"M. Gilson, N. E. Kouvaris, G. Deco, G. Zamora-López","Physical Review E, Vol. 97, No. 5",,,,American Physical Society (APS),,2018,Green,True
10.1371/journal.pone.0196207,Article in Journal,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196207,http://dx.doi.org/10.1371/journal.pone.0196207,A molecular dynamics study of adenylyl cyclase: The impact of ATP and G-protein binding,"Elisa Frezza, Juliette Martin, Richard Lavery","PLOS ONE, Vol. 13, No. 4",,,,Public Library of Science (PLoS),,2018,Gold,True
10.3389/fninf.2018.00020,Article in Journal,None,http://dx.doi.org/10.3389/fninf.2018.00020,"Challenges in Reproducibility, Replicability, and Comparability of Computational Models and Tools for Neuronal and Glial Networks, Cells, and Subcellular Structures","Tiina Manninen, Jugoslava Aćimović, Riikka Havela, Heidi Teppola, Marja-Leena Linne","Frontiers in Neuroinformatics, Vol. 12",,,,Frontiers Media SA,,2018,Gold,True
10.3389/fpsyg.2018.00585,Article in Journal,None,http://dx.doi.org/10.3389/fpsyg.2018.00585,Large-Scale Brain Simulation and Disorders of Consciousness. Mapping Technical and Conceptual Issues,"Michele Farisco, Jeanette H. Kotaleski, Kathinka Evers","Frontiers in Psychology, Vol. 9",,,,Frontiers Media SA,,2018,Gold,True
10.1002/ana.25214,Article in Journal,https://orbi.uliege.be/handle/2268/221565,http://dx.doi.org/10.1002/ana.25214,Regional brain volumetry and brain function in severely brain-injured patients,"Jitka Annen, Gianluca Frasso, Julia Sophia Crone, Lizette Heine, Carol Di Perri, Charlotte Martial, Helena Cassol, Athena Demertzi, Lionel Naccache, Steven Laureys, undefined undefined","Annals of Neurology, Vol. 83, No. 4",,,,None,,2018,Green,None
10.1093/cercor/bhy074,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5998962/,http://dx.doi.org/10.1093/cercor/bhy074,Mapping Cortical Laminar Structure in the 3D BigBrain,"Konrad Wagstyl, Claude Lepage, Sebastian Bludau, Karl Zilles, Paul C Fletcher, Katrin Amunts, Alan C Evans","Cerebral Cortex, Vol. 28, No. 7",,,,Oxford University Press (OUP),,2018,Gold,True
None,Unknown,None,https://www.chausa.org/docs/default-source/hceusa/neuroethics-what-it-is-does-and-should-do.pdf?sfvrsn=2,"Neuroethics: What It Is, Does, and Should Do","James Giordano, John R. Shook",None,,,,None,,2018,Green,False
10.1007/s00429-018-1660-y,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5995978/,http://dx.doi.org/10.1007/s00429-018-1660-y,Molecular composition of the human primary visual cortex profiled by multimodal mass spectrometry imaging,"Estibaliz González de San Román, Hans-Jürgen Bidmon, Milena Malisic, Iuliana Susnea, Astrid Küppers, Rene Hübbers, Andreas Wree, Volker Nischwitz, Katrin Amunts, Pitter F. Huesgen","Brain Structure and Function, Vol. 223, No. 6",,,,Springerlink,,2018,Gold,True
10.1007/s00415-018-8849-0,Article in Journal,https://orbi.uliege.be/handle/2268/229262,http://dx.doi.org/10.1007/s00415-018-8849-0,Resistance to eye opening in patients with disorders of consciousness,"Hjalmar Jochem van Ommen, Aurore Thibaut, Audrey Vanhaudenhuyse, Lizette Heine, Vanessa Charland-Verville, Sarah Wannez, Olivier Bodart, Steven Laureys, Olivia Gosseries","Journal of Neurology, Vol. 265, No. 6",,,,Springer Nature,,2018,Green,True
10.1016/j.neuroimage.2018.03.070,Article in Journal,None,http://dx.doi.org/10.1016/j.neuroimage.2018.03.070,Scale-freeness or partial synchronization in neural mass phase oscillator networks: Pick one of two?,"Andreas Daffertshofer, Robert Ton, Bastian Pietras, Morten L. Kringelbach, Gustavo Deco","neuroimage, Vol. 180",,,,Elsevier BV,,2018,Gold,True
10.3389/fncom.2018.00014,Article in Journal,None,http://dx.doi.org/10.3389/fncom.2018.00014,Computational Models for Calcium-Mediated Astrocyte Functions,"Tiina Manninen, Riikka Havela, Marja-Leena Linne","Frontiers in Computational Neuroscience, Vol. 12",,,,Frontiers Media SA,,2018,Gold,True
10.1523/ENEURO.0301-17.2018,Article in Journal,None,https://doi.org/10.1523/ENEURO.0301-17.2018,A Dynamic Connectome Supports the Emergence of Stable Computational Function of Neural Circuits through Reward-Based Learning,"David Kappel, Robert Legenstein, Stefan Habenschuss, Michael Hsieh, Wolfgang Maass","eNeuro, Vol. 5, No. 2",,,,None,,2018,Gold,True
10.1089/hs.2018.0018,Article in Journal,None,http://dx.doi.org/10.1089/hs.2018.0018,Public Safety and National Security Implications of the Horsepox Study,"Jennifer Snow, James Giordano","Health Secur, Vol. 16, No. 2",,,,None,,2018,Green,None
10.1007/s00454-017-9930-7,Article in Journal,https://arxiv.org/pdf/1602.06239.pdf,http://dx.doi.org/10.1007/s00454-017-9930-7,On a Recursive Construction of Circular Paths and the Search for 𝜋 on the Integer Lattice ℤ2,Michelle Rudolph-Lilith,None,,,,Springer Nature,,2018,Green,True
10.1093/cercor/bhx339,Article in Journal,https://academic.oup.com/cercor/article/28/4/1396/4780821,http://dx.doi.org/10.1093/cercor/bhx339,Multicontact Co-operativity in Spike-Timing Dependent Structural Plasticity Stabilizes Networks,"Moritz Deger, Alexander Seeholzer, Wulfram Gerstner","Cerebral Cortex, Vol. 28, No. 4",,,,Oxford University Press (OUP),,2018,Green,False
